"id_viaje","distancia_km","duracion_min","velocidad_kmh"
"12895","17.36","38","27.41"
"12896","9.72","22","26.51"
"12897","7.19","13","33.18"
"12898","29.36","41","42.97"
"12900","8.30","12","41.50"
"12902","23.25","50","27.90"
"12903","7.97","15","31.88"
"12905","18.01","36","30.02"
"12906","3.21","5","38.52"
"12907","41.40","53","46.87"
"12908","4.50","7","38.57"
"12909","25.01","42","35.73"
"12910","16.22","25","38.93"
"12911","8.03","15","32.12"
"12912","2.62","6","26.20"
"12913","33.40","52","38.54"
"12914","27.28","38","43.07"
"12915","32.42","53","36.70"
"12916","2.28","5","27.36"
"12917","28.79","38","45.46"
"12918","42.00","52","48.46"
"12920","25.70","55","28.04"
"12921","18.73","27","41.62"
"12922","33.02","46","43.07"
"12923","12.16","16","45.60"
"12924","7.81","13","36.05"
"12925","14.14","30","28.28"
"12926","18.09","41","26.47"
"12927","24.35","50","29.22"
"12928","13.26","20","39.78"
"12929","2.71","6","27.10"
"12930","20.81","31","40.28"
"12931","5.85","11","31.91"
"12932","24.08","51","28.33"
"12933","19.07","42","27.24"
"12934","26.59","59","27.04"
"12935","25.49","50","30.59"
"12936","17.06","26","39.37"
"12937","18.00","27","40.00"
"12938","16.66","33","30.29"
"12939","14.82","26","34.20"
"12940","31.19","55","34.03"
"12941","12.92","19","40.80"
"12942","24.27","40","36.41"
"12943","27.25","48","34.06"
"12944","4.79","9","31.93"
"12946","39.80","58","41.17"
"12947","27.60","54","30.67"
"12950","16.03","34","28.29"
"12951","22.82","42","32.60"
"12952","21.56","50","25.87"
"12953","5.03","9","33.53"
"12954","5.85","8","43.88"
"12955","17.00","29","35.17"
"12956","28.06","57","29.54"
"12957","17.34","35","29.73"
"12958","14.03","29","29.03"
"12959","4.06","5","48.72"
"12960","17.29","35","29.64"
"12961","25.34","40","38.01"
"12964","4.62","8","34.65"
"12965","27.77","35","47.61"
"12967","36.84","57","38.78"
"12968","24.50","41","35.85"
"12969","32.03","48","40.04"
"12970","28.82","50","34.58"
"12971","4.38","9","29.20"
"12972","10.73","15","42.92"
"12973","14.91","32","27.96"
"12974","13.75","19","43.42"
"12975","36.32","54","40.36"
"12976","19.45","44","26.52"
"12978","19.83","31","38.38"
"12979","21.37","33","38.85"
"12980","13.71","26","31.64"
"12981","12.25","24","30.63"
"12982","31.69","47","40.46"
"12984","4.50","10","27.00"
"12985","33.50","56","35.89"
"12986","6.51","8","48.83"
"12987","8.57","11","46.75"
"12988","16.49","23","43.02"
"12989","17.64","35","30.24"
"12991","15.98","29","33.06"
"12992","9.62","15","38.48"
"12993","35.05","51","41.24"
"12995","9.19","20","27.57"
"12996","42.15","59","42.86"
"12997","7.24","15","28.96"
"12998","14.34","18","47.80"
"12999","6.29","8","47.18"
"13001","6.52","10","39.12"
"13002","21.63","46","28.21"
"13003","8.56","14","36.69"
"13004","12.60","26","29.08"
"13005","9.40","16","35.25"
"13006","25.00","37","40.54"
"13007","24.34","50","29.21"
"13009","7.57","12","37.85"
"13011","32.26","39","49.63"
"13012","24.35","30","48.70"
"13013","29.88","41","43.73"
"13014","9.31","14","39.90"
"13015","25.26","41","36.97"
"13016","7.84","14","33.60"
"13017","18.24","33","33.16"
"13018","7.19","9","47.93"
"13019","17.35","38","27.39"
"13020","17.43","29","36.06"
"13021","8.14","12","40.70"
"13022","24.56","30","49.12"
"13023","9.71","15","38.84"
"13024","39.23","52","45.27"
"13025","12.11","16","45.41"
"13026","23.06","46","30.08"
"13027","9.42","14","40.37"
"13028","16.96","21","48.46"
"13030","35.10","52","40.50"
"13031","36.75","57","38.68"
"13032","6.22","9","41.47"
"13033","4.37","9","29.13"
"13034","21.74","34","38.36"
"13035","19.54","36","32.57"
"13036","16.95","27","37.67"
"13037","22.99","39","35.37"
"13038","20.74","43","28.94"
"13040","22.99","30","45.98"
"13041","38.27","57","40.28"
"13042","21.51","27","47.80"
"13043","21.01","36","35.02"
"13044","3.09","6","30.90"
"13045","39.10","48","48.88"
"13046","26.45","39","40.69"
"13047","10.67","13","49.25"
"13048","23.25","55","25.36"
"13049","20.32","40","30.48"
"13050","25.62","34","45.21"
"13051","2.11","5","25.32"
"13052","6.11","13","28.20"
"13053","7.19","11","39.22"
"13054","14.69","27","32.64"
"13055","23.89","36","39.82"
"13056","7.51","10","45.06"
"13057","22.38","51","26.33"
"13058","7.09","14","30.39"
"13059","11.95","22","32.59"
"13060","5.26","9","35.07"
"13061","16.12","23","42.05"
"13062","3.06","7","26.23"
"13063","19.86","36","33.10"
"13064","30.10","46","39.26"
"13066","22.87","33","41.58"
"13067","29.75","38","46.97"
"13068","42.47","58","43.93"
"13069","15.05","24","37.63"
"13070","15.04","21","42.97"
"13071","6.50","9","43.33"
"13072","21.04","32","39.45"
"13073","29.82","52","34.41"
"13074","6.12","12","30.60"
"13075","23.74","47","30.31"
"13076","9.14","15","36.56"
"13077","8.20","13","37.85"
"13078","21.74","33","39.53"
"13079","5.30","12","26.50"
"13080","19.64","44","26.78"
"13081","13.77","23","35.92"
"13082","7.96","11","43.42"
"13083","13.91","19","43.93"
"13084","20.13","43","28.09"
"13086","25.12","57","26.44"
"13087","11.71","17","41.33"
"13088","40.86","51","48.07"
"13089","6.58","8","49.35"
"13090","6.95","12","34.75"
"13091","24.09","43","33.61"
"13092","15.12","28","32.40"
"13093","21.26","32","39.86"
"13094","25.77","37","41.79"
"13095","5.89","14","25.24"
"13096","25.11","47","32.06"
"13097","4.10","9","27.33"
"13098","3.84","7","32.91"
"13099","8.18","11","44.62"
"13100","23.45","29","48.52"
"13102","20.23","46","26.39"
"13104","4.10","7","35.14"
"13105","8.86","12","44.30"
"13106","9.70","21","27.71"
"13107","10.87","25","26.09"
"13108","11.33","15","45.32"
"13109","4.08","6","40.80"
"13111","30.40","38","48.00"
"13112","45.47","55","49.60"
"13113","7.21","14","30.90"
"13114","14.41","34","25.43"
"13115","27.45","35","47.06"
"13116","39.88","59","40.56"
"13117","25.82","57","27.18"
"13118","24.28","50","29.14"
"13119","17.02","26","39.28"
"13120","9.79","14","41.96"
"13121","15.51","25","37.22"
"13122","42.69","53","48.33"
"13123","29.48","58","30.50"
"13124","20.53","42","29.33"
"13125","6.64","10","39.84"
"13126","26.84","43","37.45"
"13127","16.19","28","34.69"
"13128","17.53","33","31.87"
"13129","8.29","13","38.26"
"13130","28.97","56","31.04"
"13131","20.03","42","28.61"
"13132","36.82","46","48.03"
"13133","17.33","25","41.59"
"13134","21.06","28","45.13"
"13135","8.85","14","37.93"
"13136","10.35","15","41.40"
"13137","43.24","52","49.89"
"13138","6.78","12","33.90"
"13140","23.36","39","35.94"
"13141","9.95","13","45.92"
"13142","18.48","34","32.61"
"13143","11.56","14","49.54"
"13144","29.50","36","49.17"
"13145","13.62","29","28.18"
"13146","18.08","25","43.39"
"13147","38.55","58","39.88"
"13148","13.05","25","31.32"
"13150","25.29","56","27.10"
"13151","25.47","55","27.79"
"13152","15.00","22","40.91"
"13153","9.68","15","38.72"
"13154","6.75","10","40.50"
"13156","20.61","39","31.71"
"13157","30.63","50","36.76"
"13158","20.27","25","48.65"
"13159","3.04","7","26.06"
"13160","31.81","59","32.35"
"13161","18.99","42","27.13"
"13162","15.58","33","28.33"
"13163","21.95","41","32.12"
"13164","14.49","26","33.44"
"13165","24.26","40","36.39"
"13167","9.22","16","34.58"
"13170","19.80","27","44.00"
"13171","15.56","19","49.14"
"13173","15.86","31","30.70"
"13174","11.42","18","38.07"
"13176","24.78","41","36.26"
"13177","20.80","34","36.71"
"13178","42.64","54","47.38"
"13179","10.67","14","45.73"
"13180","25.40","42","36.29"
"13181","26.23","44","35.77"
"13182","15.42","24","38.55"
"13184","3.57","6","35.70"
"13185","36.56","57","38.48"
"13186","16.38","29","33.89"
"13188","8.56","14","36.69"
"13189","27.05","36","45.08"
"13190","27.20","58","28.14"
"13191","16.51","20","49.53"
"13192","17.69","32","33.17"
"13193","14.49","34","25.57"
"13194","7.76","10","46.56"
"13195","7.12","14","30.51"
"13196","26.90","35","46.11"
"13197","19.68","27","43.73"
"13198","26.39","59","26.84"
"13199","9.75","14","41.79"
"13200","20.07","27","44.60"
"13201","27.57","40","41.36"
"13202","15.87","31","30.72"
"13203","23.53","39","36.20"
"13204","13.65","19","43.11"
"13205","8.42","16","31.58"
"13206","36.54","44","49.83"
"13208","4.09","5","49.08"
"13209","26.28","55","28.67"
"13210","3.44","5","41.28"
"13211","5.12","11","27.93"
"13212","8.86","13","40.89"
"13213","4.75","6","47.50"
"13214","34.44","42","49.20"
"13215","45.13","58","46.69"
"13216","22.03","38","34.78"
"13217","6.12","8","45.90"
"13218","11.56","21","33.03"
"13219","30.57","54","33.97"
"13220","30.52","48","38.15"
"13221","33.36","41","48.82"
"13222","15.17","35","26.01"
"13223","19.01","43","26.53"
"13224","13.90","17","49.06"
"13225","12.48","29","25.82"
"13226","23.78","33","43.24"
"13227","4.60","6","46.00"
"13229","14.09","26","32.52"
"13230","33.99","45","45.32"
"13231","16.00","28","34.29"
"13232","39.69","48","49.61"
"13233","16.42","20","49.26"
"13234","8.00","19","25.26"
"13235","43.73","54","48.59"
"13236","26.88","51","31.62"
"13237","45.19","59","45.96"
"13238","12.51","30","25.02"
"13239","41.81","56","44.80"
"13240","29.69","51","34.93"
"13241","31.35","39","48.23"
"13242","16.12","22","43.96"
"13244","12.11","15","48.44"
"13245","30.34","59","30.85"
"13246","31.78","58","32.88"
"13247","9.50","15","38.00"
"13248","19.49","32","36.54"
"13249","12.41","28","26.59"
"13250","16.35","23","42.65"
"13251","4.60","11","25.09"
"13252","10.28","16","38.55"
"13253","4.82","7","41.31"
"13254","13.11","23","34.20"
"13255","19.40","44","26.45"
"13256","34.90","57","36.74"
"13257","24.74","35","42.41"
"13258","11.42","19","36.06"
"13259","4.96","7","42.51"
"13260","6.76","16","25.35"
"13261","35.19","45","46.92"
"13263","4.99","9","33.27"
"13265","18.25","27","40.56"
"13266","17.82","22","48.60"
"13267","12.09","22","32.97"
"13268","12.06","23","31.46"
"13269","22.81","29","47.19"
"13270","24.87","33","45.22"
"13272","17.90","29","37.03"
"13273","19.77","47","25.24"
"13274","31.63","38","49.94"
"13275","5.93","12","29.65"
"13276","43.39","53","49.12"
"13277","9.63","23","25.12"
"13278","5.73","9","38.20"
"13279","19.60","34","34.59"
"13282","41.22","55","44.97"
"13283","42.68","56","45.73"
"13284","38.51","58","39.84"
"13286","30.92","53","35.00"
"13287","5.54","10","33.24"
"13289","6.70","14","28.71"
"13290","4.06","7","34.80"
"13291","36.85","55","40.20"
"13292","20.55","40","30.83"
"13293","20.38","33","37.05"
"13294","17.29","34","30.51"
"13295","25.66","33","46.65"
"13296","19.18","27","42.62"
"13297","6.18","11","33.71"
"13298","11.35","14","48.64"
"13299","8.22","15","32.88"
"13300","16.82","29","34.80"
"13301","3.80","6","38.00"
"13302","13.00","19","41.05"
"13304","12.76","19","40.29"
"13305","19.88","38","31.39"
"13306","27.74","34","48.95"
"13307","4.27","8","32.03"
"13308","37.99","50","45.59"
"13309","9.19","16","34.46"
"13310","32.00","41","46.83"
"13311","34.29","57","36.09"
"13312","18.13","34","31.99"
"13313","29.60","45","39.47"
"13314","21.93","46","28.60"
"13315","5.93","11","32.35"
"13316","6.22","10","37.32"
"13317","3.53","8","26.48"
"13318","12.19","16","45.71"
"13319","20.02","27","44.49"
"13320","28.45","49","34.84"
"13321","45.17","55","49.28"
"13322","3.65","7","31.29"
"13323","39.20","53","44.38"
"13324","24.67","31","47.75"
"13325","11.29","19","35.65"
"13326","33.04","46","43.10"
"13327","32.51","48","40.64"
"13328","24.63","56","26.39"
"13329","19.57","26","45.16"
"13330","31.31","46","40.84"
"13331","29.62","53","33.53"
"13332","22.02","36","36.70"
"13333","16.61","32","31.14"
"13334","13.87","18","46.23"
"13337","6.53","13","30.14"
"13338","27.33","53","30.94"
"13339","6.97","9","46.47"
"13340","30.24","42","43.20"
"13341","29.64","43","41.36"
"13342","25.28","51","29.74"
"13343","21.57","45","28.76"
"13344","24.25","49","29.69"
"13345","6.56","9","43.73"
"13346","10.30","18","34.33"
"13347","3.86","5","46.32"
"13348","5.10","10","30.60"
"13349","21.67","32","40.63"
"13350","13.75","28","29.46"
"13351","5.26","7","45.09"
"13352","32.92","42","47.03"
"13353","10.45","13","48.23"
"13354","5.49","9","36.60"
"13355","19.42","46","25.33"
"13356","31.23","54","34.70"
"13357","14.21","33","25.84"
"13360","28.98","40","43.47"
"13362","40.01","56","42.87"
"13363","8.51","12","42.55"
"13364","27.62","41","40.42"
"13365","16.15","30","32.30"
"13366","3.92","7","33.60"
"13367","26.00","37","42.16"
"13368","11.61","18","38.70"
"13369","4.45","8","33.38"
"13370","3.31","7","28.37"
"13371","22.24","52","25.66"
"13372","17.40","33","31.64"
"13373","24.20","54","26.89"
"13374","14.72","27","32.71"
"13375","9.97","21","28.49"
"13376","11.57","22","31.55"
"13377","23.06","44","31.45"
"13378","2.52","5","30.24"
"13379","8.96","11","48.87"
"13380","25.48","51","29.98"
"13381","22.08","41","32.31"
"13382","14.52","23","37.88"
"13383","6.60","12","33.00"
"13384","7.20","13","33.23"
"13385","20.13","26","46.45"
"13386","8.57","12","42.85"
"13387","18.50","44","25.23"
"13388","6.81","13","31.43"
"13389","10.10","14","43.29"
"13390","18.98","41","27.78"
"13392","16.02","20","48.06"
"13393","29.61","46","38.62"
"13394","25.11","33","45.65"
"13395","3.06","5","36.72"
"13396","22.32","31","43.20"
"13397","6.23","8","46.73"
"13398","10.70","18","35.67"
"13399","12.96","17","45.74"
"13400","21.06","29","43.57"
"13401","25.51","45","34.01"
"13402","46.97","59","47.77"
"13403","13.04","19","41.18"
"13404","15.72","24","39.30"
"13405","10.86","16","40.73"
"13406","2.31","5","27.72"
"13407","15.33","22","41.81"
"13408","13.20","21","37.71"
"13409","18.51","29","38.30"
"13410","18.12","23","47.27"
"13411","4.23","7","36.26"
"13413","6.00","9","40.00"
"13414","2.54","5","30.48"
"13415","12.74","22","34.75"
"13416","7.62","17","26.89"
"13417","11.29","19","35.65"
"13418","19.04","43","26.57"
"13419","23.40","29","48.41"
"13420","6.86","16","25.73"
"13421","8.21","10","49.26"
"13422","37.76","56","40.46"
"13423","26.36","34","46.52"
"13424","3.96","9","26.40"
"13425","9.16","12","45.80"
"13426","18.35","44","25.02"
"13427","12.15","23","31.70"
"13428","12.99","16","48.71"
"13429","36.01","44","49.10"
"13430","46.83","58","48.44"
"13431","23.46","29","48.54"
"13432","43.90","58","45.41"
"13435","7.90","11","43.09"
"13436","4.94","7","42.34"
"13437","34.51","43","48.15"
"13438","11.85","24","29.63"
"13439","16.27","26","37.55"
"13440","40.77","57","42.92"
"13441","6.38","15","25.52"
"13443","12.40","29","25.66"
"13444","22.66","36","37.77"
"13445","14.73","32","27.62"
"13446","9.07","14","38.87"
"13447","30.52","39","46.95"
"13448","19.40","24","48.50"
"13449","19.69","27","43.76"
"13450","6.50","13","30.00"
"13451","13.98","18","46.60"
"13452","15.53","30","31.06"
"13453","27.02","35","46.32"
"13454","8.81","13","40.66"
"13455","10.26","20","30.78"
"13456","10.63","20","31.89"
"13457","29.19","56","31.28"
"13458","27.90","56","29.89"
"13459","4.76","10","28.56"
"13460","16.16","28","34.63"
"13461","24.12","40","36.18"
"13462","29.55","38","46.66"
"13463","25.66","34","45.28"
"13464","8.82","20","26.46"
"13465","28.01","58","28.98"
"13466","37.29","45","49.72"
"13467","15.82","19","49.96"
"13468","15.11","22","41.21"
"13469","24.95","48","31.19"
"13470","4.96","6","49.60"
"13472","10.77","15","43.08"
"13473","10.83","20","32.49"
"13474","10.29","18","34.30"
"13475","34.54","43","48.20"
"13476","37.35","59","37.98"
"13477","17.20","30","34.40"
"13478","17.74","34","31.31"
"13479","5.49","12","27.45"
"13480","9.75","19","30.79"
"13481","39.40","55","42.98"
"13483","4.92","6","49.20"
"13485","16.96","32","31.80"
"13486","21.90","29","45.31"
"13487","41.84","54","46.49"
"13488","5.73","7","49.11"
"13490","31.46","43","43.90"
"13491","16.51","26","38.10"
"13492","31.38","53","35.52"
"13493","29.22","46","38.11"
"13495","21.58","29","44.65"
"13497","27.42","40","41.13"
"13498","27.19","39","41.83"
"13499","39.40","49","48.24"
"13500","16.38","25","39.31"
"13501","17.91","29","37.06"
"13502","46.45","56","49.77"
"13504","12.96","23","33.81"
"13505","16.47","23","42.97"
"13506","6.77","10","40.62"
"13508","11.04","24","27.60"
"13509","15.82","37","25.65"
"13510","5.91","14","25.33"
"13511","13.69","27","30.42"
"13512","10.82","21","30.91"
"13513","42.64","56","45.69"
"13514","9.93","23","25.90"
"13515","5.56","11","30.33"
"13516","34.02","45","45.36"
"13517","39.71","50","47.65"
"13518","5.62","7","48.17"
"13519","12.26","24","30.65"
"13521","27.38","50","32.86"
"13522","36.65","51","43.12"
"13523","12.93","26","29.84"
"13524","14.69","26","33.90"
"13525","4.48","9","29.87"
"13526","10.27","14","44.01"
"13527","7.68","12","38.40"
"13528","18.22","29","37.70"
"13529","15.81","35","27.10"
"13530","30.47","37","49.41"
"13531","9.76","18","32.53"
"13532","3.91","7","33.51"
"13533","20.80","27","46.22"
"13535","22.46","46","29.30"
"13536","36.81","50","44.17"
"13537","5.52","11","30.11"
"13540","17.01","24","42.53"
"13541","13.33","19","42.09"
"13542","15.20","22","41.45"
"13543","18.06","31","34.95"
"13544","24.33","57","25.61"
"13545","32.78","40","49.17"
"13546","5.91","12","29.55"
"13548","6.56","12","32.80"
"13549","7.09","16","26.59"
"13550","26.01","41","38.06"
"13552","20.32","31","39.33"
"13553","33.65","45","44.87"
"13555","6.73","15","26.92"
"13556","6.12","12","30.60"
"13557","19.41","31","37.57"
"13558","37.16","48","46.45"
"13559","16.21","31","31.37"
"13560","30.58","46","39.89"
"13561","26.68","40","40.02"
"13563","22.11","42","31.59"
"13564","27.09","35","46.44"
"13565","12.09","16","45.34"
"13566","29.10","56","31.18"
"13567","39.69","59","40.36"
"13568","29.70","38","46.89"
"13569","32.94","59","33.50"
"13570","17.48","23","45.60"
"13571","30.71","49","37.60"
"13572","7.81","15","31.24"
"13575","11.20","15","44.80"
"13576","7.57","18","25.23"
"13577","16.29","32","30.54"
"13578","17.97","38","28.37"
"13579","14.11","17","49.80"
"13580","3.58","5","42.96"
"13581","18.63","35","31.94"
"13582","33.96","46","44.30"
"13583","7.38","17","26.05"
"13584","19.84","30","39.68"
"13585","41.52","58","42.95"
"13586","14.87","33","27.04"
"13588","34.53","47","44.08"
"13589","19.02","41","27.83"
"13590","12.82","24","32.05"
"13591","38.84","55","42.37"
"13592","10.49","14","44.96"
"13593","39.96","53","45.24"
"13594","18.97","23","49.49"
"13595","20.82","35","35.69"
"13596","21.28","44","29.02"
"13598","23.33","34","41.17"
"13599","30.20","52","34.85"
"13600","26.43","59","26.88"
"13601","29.89","48","37.36"
"13602","31.18","57","32.82"
"13603","44.40","56","47.57"
"13604","21.21","46","27.67"
"13605","9.22","16","34.58"
"13606","11.12","16","41.70"
"13608","34.06","47","43.48"
"13609","19.24","34","33.95"
"13610","15.86","20","47.58"
"13611","10.58","22","28.85"
"13612","13.71","22","37.39"
"13613","34.99","49","42.84"
"13614","23.19","30","46.38"
"13615","23.24","53","26.31"
"13616","38.09","56","40.81"
"13617","5.86","8","43.95"
"13618","32.06","56","34.35"
"13619","20.27","42","28.96"
"13620","23.23","29","48.06"
"13621","27.19","36","45.32"
"13624","35.35","44","48.20"
"13627","13.63","30","27.26"
"13629","13.48","21","38.51"
"13630","10.97","19","34.64"
"13632","29.62","53","33.53"
"13633","14.26","29","29.50"
"13635","21.69","44","29.58"
"13636","29.99","53","33.95"
"13637","20.26","48","25.33"
"13638","22.73","49","27.83"
"13639","32.96","59","33.52"
"13640","11.87","16","44.51"
"13641","7.55","13","34.85"
"13642","11.61","15","46.44"
"13643","3.43","6","34.30"
"13644","33.46","54","37.18"
"13645","9.32","14","39.94"
"13646","11.19","15","44.76"
"13647","15.40","23","40.17"
"13648","9.81","13","45.28"
"13649","41.58","57","43.77"
"13650","27.72","35","47.52"
"13653","7.99","14","34.24"
"13654","7.49","11","40.85"
"13655","9.66","21","27.60"
"13657","19.40","46","25.30"
"13658","21.47","46","28.00"
"13659","20.75","32","38.91"
"13660","13.98","21","39.94"
"13661","21.23","47","27.10"
"13662","16.47","34","29.06"
"13663","17.44","27","38.76"
"13664","19.29","43","26.92"
"13665","5.18","9","34.53"
"13666","27.05","36","45.08"
"13667","35.73","50","42.88"
"13669","15.84","21","45.26"
"13670","21.81","36","36.35"
"13671","37.04","49","45.36"
"13672","4.82","10","28.92"
"13674","5.39","8","40.43"
"13675","14.94","20","44.82"
"13676","14.27","24","35.68"
"13678","20.70","36","34.50"
"13679","7.25","17","25.59"
"13681","12.87","22","35.10"
"13683","5.78","10","34.68"
"13684","31.48","39","48.43"
"13685","13.52","25","32.45"
"13686","24.24","35","41.55"
"13687","28.53","36","47.55"
"13688","12.56","26","28.98"
"13689","14.38","25","34.51"
"13690","18.10","32","33.94"
"13691","25.78","32","48.34"
"13693","18.23","23","47.56"
"13695","5.23","7","44.83"
"13696","8.46","12","42.30"
"13697","29.33","54","32.59"
"13698","33.39","52","38.53"
"13699","27.34","55","29.83"
"13700","17.44","24","43.60"
"13701","28.86","39","44.40"
"13702","12.70","30","25.40"
"13703","18.81","23","49.07"
"13704","28.29","51","33.28"
"13707","31.80","41","46.54"
"13708","26.18","42","37.40"
"13709","10.45","16","39.19"
"13710","12.88","23","33.60"
"13711","30.79","58","31.85"
"13712","19.20","33","34.91"
"13713","23.14","39","35.60"
"13714","27.60","34","48.71"
"13716","3.98","7","34.11"
"13717","26.58","55","29.00"
"13718","24.30","57","25.58"
"13719","22.27","32","41.76"
"13721","33.58","54","37.31"
"13723","21.92","29","45.35"
"13724","39.12","48","48.90"
"13725","32.82","49","40.19"
"13726","16.18","34","28.55"
"13727","33.26","43","46.41"
"13728","10.19","17","35.96"
"13729","24.13","43","33.67"
"13730","31.71","41","46.40"
"13731","36.86","45","49.15"
"13732","6.41","15","25.64"
"13733","25.45","51","29.94"
"13734","30.24","58","31.28"
"13735","9.76","23","25.46"
"13736","21.30","41","31.17"
"13737","34.31","44","46.79"
"13738","7.43","17","26.22"
"13740","3.80","6","38.00"
"13741","11.30","23","29.48"
"13742","25.66","50","30.79"
"13744","23.56","35","40.39"
"13745","25.82","55","28.17"
"13746","27.99","37","45.39"
"13747","26.57","47","33.92"
"13748","26.04","41","38.11"
"13749","18.11","34","31.96"
"13750","22.15","53","25.08"
"13751","36.18","53","40.96"
"13752","23.17","33","42.13"
"13753","5.02","12","25.10"
"13754","16.38","37","26.56"
"13755","26.88","48","33.60"
"13756","34.46","47","43.99"
"13757","9.21","16","34.54"
"13758","12.01","15","48.04"
"13759","27.95","59","28.42"
"13760","18.57","29","38.42"
"13761","36.25","53","41.04"
"13762","20.91","33","38.02"
"13763","15.30","22","41.73"
"13764","8.11","16","30.41"
"13765","17.85","30","35.70"
"13766","31.27","51","36.79"
"13767","6.30","10","37.80"
"13768","16.51","26","38.10"
"13770","10.33","21","29.51"
"13771","9.38","14","40.20"
"13772","38.56","56","41.31"
"13773","11.27","18","37.57"
"13776","31.69","54","35.21"
"13778","7.69","18","25.63"
"13779","28.78","50","34.54"
"13780","23.60","38","37.26"
"13781","35.62","54","39.58"
"13782","4.74","6","47.40"
"13783","3.33","6","33.30"
"13784","12.81","25","30.74"
"13785","15.53","25","37.27"
"13786","7.26","17","25.62"
"13787","15.52","31","30.04"
"13788","8.38","14","35.91"
"13789","10.70","17","37.76"
"13790","21.19","32","39.73"
"13791","12.32","29","25.49"
"13792","15.90","31","30.77"
"13793","11.79","15","47.16"
"13794","31.34","38","49.48"
"13796","23.67","29","48.97"
"13797","4.46","9","29.73"
"13798","24.34","56","26.08"
"13799","18.24","23","47.58"
"13801","31.54","49","38.62"
"13802","27.86","47","35.57"
"13803","14.52","29","30.04"
"13804","19.54","39","30.06"
"13805","6.45","9","43.00"
"13806","29.79","36","49.65"
"13807","28.73","48","35.91"
"13808","24.28","53","27.49"
"13809","17.45","38","27.55"
"13810","9.65","14","41.36"
"13812","14.84","35","25.44"
"13813","33.18","56","35.55"
"13814","4.95","11","27.00"
"13815","11.63","21","33.23"
"13816","32.29","43","45.06"
"13817","28.30","35","48.51"
"13818","20.19","45","26.92"
"13819","24.38","35","41.79"
"13820","30.22","44","41.21"
"13821","5.22","11","28.47"
"13822","15.69","22","42.79"
"13823","26.45","38","41.76"
"13824","14.28","18","47.60"
"13825","15.96","22","43.53"
"13826","13.95","23","36.39"
"13827","4.81","9","32.07"
"13828","10.15","21","29.00"
"13829","39.55","53","44.77"
"13830","16.96","22","46.25"
"13831","7.29","16","27.34"
"13832","17.12","26","39.51"
"13833","19.36","29","40.06"
"13834","12.12","17","42.78"
"13835","21.87","51","25.73"
"13836","11.32","18","37.73"
"13837","12.42","19","39.22"
"13838","26.59","49","32.56"
"13839","11.37","21","32.49"
"13840","36.79","49","45.05"
"13841","15.80","23","41.22"
"13842","20.69","36","34.48"
"13843","21.00","50","25.20"
"13844","21.32","31","41.26"
"13845","19.60","44","26.73"
"13846","8.91","13","41.12"
"13847","37.80","50","45.36"
"13848","29.64","37","48.06"
"13849","35.58","53","40.28"
"13850","26.48","41","38.75"
"13851","17.08","39","26.28"
"13853","19.53","39","30.05"
"13854","31.21","57","32.85"
"13855","36.00","56","38.57"
"13856","29.71","57","31.27"
"13857","12.22","27","27.16"
"13858","19.78","47","25.25"
"13859","9.27","22","25.28"
"13860","27.22","59","27.68"
"13861","16.95","22","46.23"
"13862","21.10","44","28.77"
"13863","29.94","49","36.66"
"13864","22.26","29","46.06"
"13865","14.83","19","46.83"
"13866","21.47","46","28.00"
"13867","4.53","9","30.20"
"13868","7.17","14","30.73"
"13870","21.62","45","28.83"
"13871","14.29","18","47.63"
"13872","11.36","17","40.09"
"13873","42.08","57","44.29"
"13874","20.48","38","32.34"
"13876","35.88","46","46.80"
"13877","28.02","45","37.36"
"13879","14.65","19","46.26"
"13880","36.62","44","49.94"
"13881","19.70","47","25.15"
"13883","7.63","15","30.52"
"13884","24.86","40","37.29"
"13885","19.17","35","32.86"
"13886","15.29","20","45.87"
"13887","18.18","29","37.61"
"13888","6.98","11","38.07"
"13889","24.73","57","26.03"
"13890","9.59","13","44.26"
"13891","12.66","18","42.20"
"13892","19.90","29","41.17"
"13893","19.68","28","42.17"
"13894","16.47","24","41.18"
"13895","5.16","7","44.23"
"13898","39.53","49","48.40"
"13900","14.28","19","45.09"
"13901","19.31","44","26.33"
"13902","7.73","15","30.92"
"13903","18.79","45","25.05"
"13904","4.23","6","42.30"
"13905","21.39","40","32.09"
"13906","13.08","25","31.39"
"13907","23.95","43","33.42"
"13908","16.84","31","32.59"
"13909","23.10","52","26.65"
"13910","29.93","57","31.51"
"13911","26.97","49","33.02"
"13912","13.40","31","25.94"
"13913","32.74","50","39.29"
"13914","10.35","15","41.40"
"13915","28.38","48","35.48"
"13916","4.79","10","28.74"
"13917","29.85","59","30.36"
"13918","34.16","45","45.55"
"13919","14.59","24","36.48"
"13920","26.20","57","27.58"
"13922","42.42","57","44.65"
"13924","34.85","57","36.68"
"13925","20.42","33","37.13"
"13926","14.98","27","33.29"
"13927","11.63","17","41.05"
"13929","5.43","7","46.54"
"13930","4.84","7","41.49"
"13931","12.98","27","28.84"
"13932","36.12","46","47.11"
"13933","18.65","31","36.10"
"13934","6.62","15","26.48"
"13935","11.58","22","31.58"
"13936","37.51","46","48.93"
"13937","4.34","9","28.93"
"13938","20.83","31","40.32"
"13939","17.73","32","33.24"
"13940","26.60","58","27.52"
"13941","25.35","34","44.74"
"13942","36.11","55","39.39"
"13943","45.92","57","48.34"
